,results,home,score,match review
0,0,0,1-0,前半のC大阪は相手の「VIPトリオ」を中心としたボール回しへの対応に追われ、劣勢に立たされてしまう。それでも、新加入の奥埜を中心にパスコースを消す動きを続けて冷静に対応する。後半も同様の展開で進むが、途中出場の「新エース」が流れを変えた。都倉は最前線で堅実にポストプレーをこなし、後方からの味方の上がりを促す。先制点を生んだCKもこの働きから得たチャンスだった。リードを得た終盤はピッチ随所のスペースを「つぶす」配置で守りを固め、強力攻撃陣の完封に成功。夜のヤンマーに「桜が咲き」、春の訪れを告げた。
1,1,1,1-0,「脅威的なDF」が来日した。加入後即スタメン出場を飾ったダンクレーは効果的なフィードを供給し、何度もチャンスを演出。神戸が掲げるポゼッションサッカーに最適であることをアピールする。また、守備面でもFトーレスらを封殺するなど躍動した。そして、注目の一戦の勝敗を決めたのはダビドビジャ。ワンチャンスを確実に決めてスターの片りんを見せつけた。Aイニエスタは観客を沸かせるさすがのテクニックを幾度も披露。スター軍団の躍進が期待されるゲームとなった。一方の鳥栖は2連敗。攻撃陣の奮起が待たれる。
2,2,0,2-2,Nah
3,1,0,1-3,「特別な一戦で勝利を」という大きな決意を胸に臨んだホームの仙台。手数を掛けない高速カウンターで何度もゴールに迫り、リードを奪った立ち上がりの試合運びにその強い意気込みを感じたサポーターも多いだろう。だが、前半のうちに追い付かれ、さらに後半早々に出はなをくじかれた後は中盤で安易なミスを連発。手渡されたチャンスを「VIPトリオ」が逃すはずもなく、結果的に3失点を喫して敗戦。石原崇や吉尾ら新加入選手が存在感を発揮した点は収穫だが、守備面で大きな課題を残し、リーグ戦初白星は次節以降に持ち越しとなった。
4,2,1,0-0,Nah
5,2,1,1-1,3連勝を目指す神戸はホームに今季リーグ戦未勝利の17位清水を迎えた。神戸は前半、主導権を握るものの、清水の激しいプレスの前に効果的な攻撃を繰り出せない。だが、後半は「VIPトリオ」を中心として幾度かチャンスを創出。すると、後半4分にライン際で粘ったAイニエスタのクロスにDFの処理ミスを見逃さなかったLポドルスキがゴールを決め、「四股踏みパフォーマンス」を披露し、観客を沸かした。しかし、試合終了間際に一瞬の隙を突かれて同点にされる。勝利を手中に収めていただけに、神戸にとっては悔しい結果となった。
6,1,0,3-4,37076人とパナスタ史上最多入場者数を記録した「関西ダービー」に敗れ、G大阪はまたもホームで白星を挙げられなかった。早い段階で2点をリードするも、「VIPトリオ」の連係からあっさりと同点に追い付かれる。ゲーム終盤には疲れから足が止まりだしたところを「伏兵」田中に突かれて万事休す。「チームの心臓」である遠藤が要所でらしいプレーを見せるなど、攻撃は厚みがあっただけに守備の再編が急務となる。一方の神戸は、劣勢から劇的な勝利。カウンター攻撃への対応は課題だが、圧倒的な攻撃力を見せつけた。
7,0,0,2-1,松本が今季のホーム初勝利を挙げるとともに、連敗を3でストップした。松本は連動した守備と縦に速い攻撃で開始からリズムをつかむと、セットプレーから2点を先行する。後半は神戸の勢いに押される展開となり、高さのあるウェリントンをターゲットにしたサイド攻撃に苦しめられ、1点を返されてしまう。その後も流れは変わらなかったが、3バックを中心とする守備陣が踏ん張り、リードを守り切った。一方、神戸は反撃が及ばず、開幕戦以来の敗北を喫した。
8,1,1,2-0,Nah
9,0,1,2-4,神戸は前線から連動したプレスで相手のミスを誘発すると同時に、テンポの良いパスワークで攻撃を展開。効果的にゴールへと迫り、チャンスを確実に仕留めて先制点を奪い、一時は追い付かれるもすぐに勝ち越して折り返す。ただ、後半は逆転を狙う相手の勢いにのまれると、サイドからの攻撃に対応できず、立て続けに3失点。2－4で終了し、手痛い逆転負けを喫した。一方、広島は集中力を欠いてセットプレーから2点を許したものの、渡のアクロバティックなゴールなどで後半に見事に盛り返す。粘り強さと大胆さで首位をキープした。
10,0,0,1-0,浦和は、前半10分に興梠がPKを沈めて先制に成功。以後は、ボールを保持する相手に対し、引いて守るという構図が続く。ウェリントンの高さを生かしたロングボール攻撃には3バックが体を張り、サイドアタックにはウイングバックが粘り強く対応。強固なブロックが最後まで崩されることはなく、クリーンシートを達成。リーグ戦でうれしいホーム初勝利を挙げた。対する神戸は、ダビドビジャとAイニエスタの強力助っ人が不在の中で、引いた相手を攻略する突破口を見いだせず。開幕節以来の無得点に終わり、3連敗を喫した。
11,0,0,1-0,Nah
12,0,1,1-2,ノエスタに好調な川崎Fを迎えた神戸。序盤はAイニエスタを中心としたパスワークでチャンスを創出する。しかし、前半15分に馬渡にFKを直接決められると、展開は一変。Aイニエスタとダビドビジャが孤立してしまい、攻撃の形を作れず、相手に主導権を握られる。同37分には小林に追加点を許し、2点のビハインドを負って試合を折り返す。それでも、後半23分に三田を投入すると、再び試合の流れをつかみ、同37分に古橋が得点を決める。しかし、時すでに遅し。神戸は連敗を止められず、吉田監督は就任後の初勝利を逃した。
13,0,0,2-1,ホームの大声援を受ける札幌は、序盤から両サイドを起点に攻勢を強めてシュートの意識を高く持つものの、相手の体を張ったディフェンスを前に得点を奪えず、試合を折り返す。後半17分にPKで失点を喫してしまうが、6分後に進藤の2試合連続でのゴールで同点に追い付く。勢いそのままの同30分には1トップに入った鈴木がネットを揺らし、逆転に成功する。アディショナルタイムにピンチを迎えるものの、GKのクソンユンのビッグプレーが飛び出してタイムアップの笛。見事に公式戦6連勝を達成した。
14,0,0,2-1,Nah
15,0,1,0-1,神戸は攻撃陣の深刻なアイデア不足を、ただただ露呈する一戦となってしまった。古橋と三田の推進力を生かす攻撃が展開された場面は何度かあったが、アクシデントで片方の翼を失ってからは後方での消極的なパス回しに終始する。時折縦パスが通っても、サポートが少ないためにボールホルダーが孤立し、厳しいチェックをもろに受けてボールを失う。Aイニエスタの投入後もその状況は変わらず、90分で放ったシュートは数えるほど。守備陣の奮闘もあって最少失点にとどめたが、鹿島に完成度の差を突きつけられるショッキングな敗戦となった。
16,0,0,4-1,前半31分の先制点が流れを一変させた。開始直後からハイプレスの掛け合いと奪ってからのカウンターで、ともに何度も好機を生む。しかし、神戸のチャンスはことごとく朴一圭が阻み、逆に横浜FMがエースの1発で先手を取った。この先制点で迷いが見え始めた神戸に対して、自信をつかんだ横浜FM。中でも抜群の存在感を放ったのは遠藤だ。思い切りの良いドリブルで何度も相手守備陣を切り裂き、終始攻撃をけん引。4発快勝の好ゲームを演出し、大入りのスタンドに歓喜を届けた。
