,results,home,score,match review
0,1,0,0-4,鳥栖は終始、名古屋のポゼッションに対してリトリートでしのぐゲーム展開となる。立ち上がりからややファウルが多いものの、球際で強さを発揮し、最終ラインでしっかりとブロックを構築することでシャットアウト。攻撃に転じればFトーレスを中心に何度かチャンスを作った。後半もこの流れのままゲームを進めていたが、ジョーに一瞬の隙を突かれて失点を喫すると、ここから牙城が崩される。名古屋のテンポの良い攻撃に対し、バラバラに乱れた守備では対応できず、最終的には4失点。ルイスカレーラス新体制の船出は厳しいものとなった。
1,1,1,2-0,ホームの名古屋は、序盤から新加入の米本が起点となり、前線のジョーにボールを集めるものの、シュートに持ち込むシーンは少なく、スコアレスで試合を折り返す。後半に入ると、前田と赤崎を投入して現状の打破を図る。それでも相手のブロックを崩せずにいたが、後半34分に赤崎の得点で待望の先制点を獲得し、終了間際にも相手のミスを見逃さなかった赤崎が冷静にゴールに流し込んだ。ディフェンス面でも2試合連続のクリーンシートを達成し、2連勝を記録して最高のスタートを切ったといえるだろう。
2,2,1,2-2,Nah
3,1,0,2-3,G大阪は派手な打ち合いとなった一戦を落とした。開始直後の失点で幕を開け、タレントをそろえる名古屋に対して我慢を強いられ、守りに追われる時間を作られる。それでも、ボールを持てば抜け出しや仕掛けなどで敵陣を脅かして右サイドから好機を演出し、前半36分には小野瀬のクロスから同点に。直後に勝ち越しゴールを奪われて後半に入るも、アデミウソンのPK弾でゲームを振り出しに戻す。だが、終盤に再びリードを許して終戦。シュートの精度など攻撃面では目を見張るものはあるが、守備面の課題は解決できずに敗戦を喫した。
4,1,1,2-1,Nah
5,0,0,1-0,開幕3連勝と波に乗る名古屋をホームに迎えたFC東京。攻撃時には永井が再三裏へ走り込んで相手のビルドアッパーを低い位置へ引き連れ、失敗に終わっても東や高萩が素早く立ちふさがってパスコースを消す。それでも突破されれば、すぐに低くブロックを組んでその外で「持たせる」展開に持ち込む。また、単独突破を得意とする選手を投入された後半は、同じく途中投入の大森らがしつこく食らい付くなど、相手の攻撃プランを極限まで無効化。こうして柔軟な対応を見せたFC東京が永井の古巣への恩返し弾を守り切り、大一番を見事に飾った。
6,1,1,4-0,4節での敗戦から8連敗を喫した昨季との違いを見せることに成功した名古屋。速い出足で中盤を支配するほか、パスワークの際の味方との関わり方で相手を圧倒すると、決定機をことごとく沈めて前半だけで3点を奪って折り返す。後半に入っても集中を切らさずに1点を追加する。すると、守備面でも米本を中心に札幌のカウンターをつぶすなど、光るプレーを連発。最後まで統率されたラインで相手の攻撃を抑え、ほぼ完璧な試合運びで今季三度目の完封勝利を達成した。
7,0,0,2-1,ホームの鹿島は、序盤から名古屋にサイドを突かれて主導権を握られる苦しい展開に。無失点で試合を折り返すも、後半開始早々に先制点を献上。その後も局面を打開できずにいたが、選手交代を機に前線の動きが活性化する。後半27分に途中出場の安部が起点となって同点に追い付き、9分後にはレオシルバが力技で逆転弾をもぎ取る。劣勢をわずかなチャンスではね返し、勝負強さを見せる結果となった。一方の名古屋は、ビハインドを背負ってから前線に枚数をかけて反撃に出るも、流れを引き戻すことはできず。敵地で痛い敗戦となった。
8,0,0,3-0,Nah
9,2,0,1-1,両者ともに最後の一手を決められない一戦となってしまった。横浜FMは前半8分にPKで先制されてしまうが、同20分に華麗なカウンターで同点に追い付く。その後も、縦に速い攻撃は試合を通して良く機能し、何度も相手ゴールに襲い掛かる。しかし、最後の局面で精彩を欠いたことと、名古屋の好守もあって逆転弾を奪えなかった。一方、名古屋は度重なるチャンスを決められず、敵地でドロー。守備面では、負傷したランゲラックに代わり、途中出場した武田が好セーブを連発。安定感のあるプレーでチームに大きく貢献した。
